file_index,Explicit Mentions,Implicit Mentions,BPD Names,Role Summary,Examples,Importance Score,cles,Entity,Groupe
230,5,4,Multilateral Development Banks,"Le texte présente les Banques Publiques de Développement (BPD), notamment les banques multilatérales de développement (MDBs), comme essentielles pour combler l'écart de financement des Objectifs de Développement Durable (ODD) en 2030. Les MDBs sont encouragées à se réformer pour accroître leur capacité de prêt et à coordonner des efforts pour maximiser l'impact en mobilisant des capitaux privés et en proposant des financements innovants. Les institutions mentionnées, comme le GCF et le GEF, sont considérées cruciales pour le financement climatique, facilitant l'accès au financement pour des transitions industrielles vertes et soutenant l'industrialisation durable. Les BPD doivent également améliorer l'efficacité du capital et renforcer les partenariats public-privé pour atteindre les objectifs de développement durable.","Multilateral Development Banks (MDBs) are emphasized for their role in providing long-term concessional capital for green and sustainable industrialization.; Efforts to scale up MDB lending capacity involve strengthening the Capital Adequacy Frameworks and mobilizing private capital.; The scope and speed of climate finance must be significantly increased through Multilateral Environment Funds like GCF, GEF.",4,India,India,Member States
230,5,4,green climate fund (gcf),"Le texte présente les Banques Publiques de Développement (BPD), notamment les banques multilatérales de développement (MDBs), comme essentielles pour combler l'écart de financement des Objectifs de Développement Durable (ODD) en 2030. Les MDBs sont encouragées à se réformer pour accroître leur capacité de prêt et à coordonner des efforts pour maximiser l'impact en mobilisant des capitaux privés et en proposant des financements innovants. Les institutions mentionnées, comme le GCF et le GEF, sont considérées cruciales pour le financement climatique, facilitant l'accès au financement pour des transitions industrielles vertes et soutenant l'industrialisation durable. Les BPD doivent également améliorer l'efficacité du capital et renforcer les partenariats public-privé pour atteindre les objectifs de développement durable.","Multilateral Development Banks (MDBs) are emphasized for their role in providing long-term concessional capital for green and sustainable industrialization.; Efforts to scale up MDB lending capacity involve strengthening the Capital Adequacy Frameworks and mobilizing private capital.; The scope and speed of climate finance must be significantly increased through Multilateral Environment Funds like GCF, GEF.",4,India,India,Member States
230,5,4,global environment facility (gef),"Le texte présente les Banques Publiques de Développement (BPD), notamment les banques multilatérales de développement (MDBs), comme essentielles pour combler l'écart de financement des Objectifs de Développement Durable (ODD) en 2030. Les MDBs sont encouragées à se réformer pour accroître leur capacité de prêt et à coordonner des efforts pour maximiser l'impact en mobilisant des capitaux privés et en proposant des financements innovants. Les institutions mentionnées, comme le GCF et le GEF, sont considérées cruciales pour le financement climatique, facilitant l'accès au financement pour des transitions industrielles vertes et soutenant l'industrialisation durable. Les BPD doivent également améliorer l'efficacité du capital et renforcer les partenariats public-privé pour atteindre les objectifs de développement durable.","Multilateral Development Banks (MDBs) are emphasized for their role in providing long-term concessional capital for green and sustainable industrialization.; Efforts to scale up MDB lending capacity involve strengthening the Capital Adequacy Frameworks and mobilizing private capital.; The scope and speed of climate finance must be significantly increased through Multilateral Environment Funds like GCF, GEF.",4,India,India,Member States
231,3,2,Multilateral Development Banks,"Le texte mentionne les BPD, notamment les Banques Multilatérales de Développement (Multilateral Development Banks - MDBs), comme des acteurs essentiels dans le financement de projets favorisant la croissance verte et durable, l'adaptation au changement climatique, les transitions énergétiques et les transformations numériques dans les pays en développement. Les BPD sont encouragées à optimiser le financement concessionnel à long terme, y compris des prêts en monnaies locales. Elles jouent un rôle clé dans l'innovation des mécanismes de financement dirigés par les pays eux-mêmes et doivent renforcer la gouvernance pour inclure davantage les économies émergentes et les économies en développement. Les BPD sont ainsi cruciales pour s'assurer que les réformes de l'architecture financière internationale répondent aux besoins des pays en développement.","Increasing capital mobilization and encouraging MDBs to increase their capital bases, enabling greater lending to developing nations for essential projects like climate adaptation.; IFIs and MDBs must prioritize financing projects that promote green and sustainable growth, address climate change, support energy transitions and digital transformations in developing countries.; Call on MDBs to provide timely support to developing countries by increasing and optimizing long-term concessional finance.",4,Indonesia,Indonesia,Member States
231,3,2,International Financial Institutions,"Le texte mentionne les BPD, notamment les Banques Multilatérales de Développement (Multilateral Development Banks - MDBs), comme des acteurs essentiels dans le financement de projets favorisant la croissance verte et durable, l'adaptation au changement climatique, les transitions énergétiques et les transformations numériques dans les pays en développement. Les BPD sont encouragées à optimiser le financement concessionnel à long terme, y compris des prêts en monnaies locales. Elles jouent un rôle clé dans l'innovation des mécanismes de financement dirigés par les pays eux-mêmes et doivent renforcer la gouvernance pour inclure davantage les économies émergentes et les économies en développement. Les BPD sont ainsi cruciales pour s'assurer que les réformes de l'architecture financière internationale répondent aux besoins des pays en développement.","Increasing capital mobilization and encouraging MDBs to increase their capital bases, enabling greater lending to developing nations for essential projects like climate adaptation.; IFIs and MDBs must prioritize financing projects that promote green and sustainable growth, address climate change, support energy transitions and digital transformations in developing countries.; Call on MDBs to provide timely support to developing countries by increasing and optimizing long-term concessional finance.",4,Indonesia,Indonesia,Member States
231,3,2,Multilateral Development Banks,"Le texte mentionne les BPD, notamment les Banques Multilatérales de Développement (Multilateral Development Banks - MDBs), comme des acteurs essentiels dans le financement de projets favorisant la croissance verte et durable, l'adaptation au changement climatique, les transitions énergétiques et les transformations numériques dans les pays en développement. Les BPD sont encouragées à optimiser le financement concessionnel à long terme, y compris des prêts en monnaies locales. Elles jouent un rôle clé dans l'innovation des mécanismes de financement dirigés par les pays eux-mêmes et doivent renforcer la gouvernance pour inclure davantage les économies émergentes et les économies en développement. Les BPD sont ainsi cruciales pour s'assurer que les réformes de l'architecture financière internationale répondent aux besoins des pays en développement.","Increasing capital mobilization and encouraging MDBs to increase their capital bases, enabling greater lending to developing nations for essential projects like climate adaptation.; IFIs and MDBs must prioritize financing projects that promote green and sustainable growth, address climate change, support energy transitions and digital transformations in developing countries.; Call on MDBs to provide timely support to developing countries by increasing and optimizing long-term concessional finance.",4,Indonesia,Indonesia,Member States
232,1,3,World Bank,Les banques publiques de d\u00e9veloppement (BPD) sont mentionn\u00e9es explicitement et implicitement comme des acteurs cl\u00e9s dans la fourniture de ressources financi\u00e8res concessionnelles pour soutenir le d\u00e9veloppement durable dans les pays en d\u00e9veloppement. Elles jouent un r\u00f4le dans la mobilisation des financements pour r\u00e9pondre aux besoins li\u00e9s \u00e0 la biodiversit\u00e9 et au changement climatique. Elles font aussi partie int\u00e9grante des institutions financi\u00e8res internationales dont l\'architecture financi\u00e8re doit \u00eatre r\u00e9form\u00e9e pour mieux r\u00e9pondre aux besoins des pays en d\u00e9veloppement.,"- Strengthening the role of MDBs and enhancing climate finance (Page 3); - Reforming the international financial architecture, as well as the international financial institutions and multilateral development banks (Page 6); - Effective participation of developing countries in the decision-making and norm-setting of relevant International Financial Institutions, especially IMF and World Bank. (Page 5)",3,Iran,Iran,Member States
233,1,1,Multilateral Development Banks,"Les banques publiques de d\u00e9veloppement jouent un r\u00f4le cl\u00e9 dans l'alignement du soutien international avec les priorit\u00e9s de financement nationales. Elles contribuent \u00e0 la mobilisation des ressources et au renforcement de l'assistance technique pour soutenir les plans nationaux de d\u00e9veloppement durable. Les MDBs, en particulier, sont mentionn\u00e9es comme partenaires dans les plateformes nationales pour une meilleure coordination.",Aligning international support with national financing priorities: By enhancing coordination among country platforms for MDBs and other partners...,3,Italy,Italy,Member States
235,4,2,World Bank,"Les Banques Publiques de Développement jouent un rôle clé en fournissant des mécanismes de partage des risques, des garanties partielles, des prêts en devises locales, et en soutenant l'infrastructure de financement des PMA. Elles sont également impliquées dans la facilitation de financements pour des projets durables et l'augmentation de l'accès aux financements concessionnels. En outre, elles participent à l'amélioration de la capacité de réponse des PMA aux chocs macroéconomiques avec des ressources concessionnelles simplifiées et un accès accéléré.","Encourage MDBs like the World Bank and regional development banks to offer risk-sharing mechanisms.; Enhance the infrastructure and capacity of LDCs to increase the efficiency and professionalism of revenue administration needed for efficient tax collection.; Strengthen the global financial safety net, including through increased WB and IMF concessional resources for LDCs.",4,LDCs,LDCs,Member States
235,4,2,Multilateral Development Banks,"Les Banques Publiques de Développement jouent un rôle clé en fournissant des mécanismes de partage des risques, des garanties partielles, des prêts en devises locales, et en soutenant l'infrastructure de financement des PMA. Elles sont également impliquées dans la facilitation de financements pour des projets durables et l'augmentation de l'accès aux financements concessionnels. En outre, elles participent à l'amélioration de la capacité de réponse des PMA aux chocs macroéconomiques avec des ressources concessionnelles simplifiées et un accès accéléré.","Encourage MDBs like the World Bank and regional development banks to offer risk-sharing mechanisms.; Enhance the infrastructure and capacity of LDCs to increase the efficiency and professionalism of revenue administration needed for efficient tax collection.; Strengthen the global financial safety net, including through increased WB and IMF concessional resources for LDCs.",4,LDCs,LDCs,Member States
235,4,2,International Monetary Fund,"Les Banques Publiques de Développement jouent un rôle clé en fournissant des mécanismes de partage des risques, des garanties partielles, des prêts en devises locales, et en soutenant l'infrastructure de financement des PMA. Elles sont également impliquées dans la facilitation de financements pour des projets durables et l'augmentation de l'accès aux financements concessionnels. En outre, elles participent à l'amélioration de la capacité de réponse des PMA aux chocs macroéconomiques avec des ressources concessionnelles simplifiées et un accès accéléré.","Encourage MDBs like the World Bank and regional development banks to offer risk-sharing mechanisms.; Enhance the infrastructure and capacity of LDCs to increase the efficiency and professionalism of revenue administration needed for efficient tax collection.; Strengthen the global financial safety net, including through increased WB and IMF concessional resources for LDCs.",4,LDCs,LDCs,Member States
236,4,3,World Bank,"The text discusses the role of public development banks in facilitating investment and financial support for landlocked developing countries (LLDCs). Specific emphasis is placed on the role of Multilateral Development Banks (MDBs) in providing concessional finance, risk mitigation instruments, and supporting infrastructure projects critical for the climate resilience and digital transformation of LLDCs. MDBs are also encouraged to help in the integration of LLDCs into global value chains through investment in transport and digital infrastructure as well as in supporting their international trade through trade finance instruments.","Tax revenues collected as a share of GDP in LLDCs remains well below the average of developed countries and many other developing countries, with some countries still struggling with ratios less than 10% of GDP (World Bank).; Similarly, Multilateral Development Banks (MDBs) must be encouraged to support investment and financing in LLDCs, especially for climate-resilient and digital infrastructure.; In addition to directly providing concessional finance, MDBs should be asked to extend risk mitigating instruments and guarantees such as non-commercial risk insurance, exchange rate and commodity rate swaps as well as political risk insurance for private investors.; The role of MDBs and Export Credit Agencies in supporting LLDCs’ international trade is critical by helping them manage risks, facilitate exports and imports, and integrate into global supply chains.",4,LLDCs,LLDCs,Member States
236,4,3,Multilateral Development Banks,"The text discusses the role of public development banks in facilitating investment and financial support for landlocked developing countries (LLDCs). Specific emphasis is placed on the role of Multilateral Development Banks (MDBs) in providing concessional finance, risk mitigation instruments, and supporting infrastructure projects critical for the climate resilience and digital transformation of LLDCs. MDBs are also encouraged to help in the integration of LLDCs into global value chains through investment in transport and digital infrastructure as well as in supporting their international trade through trade finance instruments.","Tax revenues collected as a share of GDP in LLDCs remains well below the average of developed countries and many other developing countries, with some countries still struggling with ratios less than 10% of GDP (World Bank).; Similarly, Multilateral Development Banks (MDBs) must be encouraged to support investment and financing in LLDCs, especially for climate-resilient and digital infrastructure.; In addition to directly providing concessional finance, MDBs should be asked to extend risk mitigating instruments and guarantees such as non-commercial risk insurance, exchange rate and commodity rate swaps as well as political risk insurance for private investors.; The role of MDBs and Export Credit Agencies in supporting LLDCs’ international trade is critical by helping them manage risks, facilitate exports and imports, and integrate into global supply chains.",4,LLDCs,LLDCs,Member States
237,2,3,Multilateral Development Banks,"Le texte souligne l'importance des banques publiques de développement (BPD) dans la restructuration de l'architecture financière internationale, en particulier pour offrir des financements plus abordables et adaptés aux pays à revenu intermédiaire. Les BPD sont appelées à augmenter leur capacité de prêt en termes concessionnels et à améliorer les conditions de prêt. Elles devraient également jouer un rôle dans le renforcement de l'espace budgétaire des pays en développement pour permettre un accès plus équitable aux financements.","Call for the increasing of the financing capacity of multilateral development banks in concessional terms for all developing countries and further improvements of their lending terms.; Calls on Member States and relevant stakeholders to implement the main targets of the SDG Stimulus namely to tackle the high cost of debt and rising risks of debt distress and to enhance support to developing countries, including middle-income countries and to massively scale up affordable long-term financing for development.",4,LMGs _ MICs,LMGs _ MICs,Member States
237,2,3,International Financial Institutions,"Le texte souligne l'importance des banques publiques de développement (BPD) dans la restructuration de l'architecture financière internationale, en particulier pour offrir des financements plus abordables et adaptés aux pays à revenu intermédiaire. Les BPD sont appelées à augmenter leur capacité de prêt en termes concessionnels et à améliorer les conditions de prêt. Elles devraient également jouer un rôle dans le renforcement de l'espace budgétaire des pays en développement pour permettre un accès plus équitable aux financements.","Call for the increasing of the financing capacity of multilateral development banks in concessional terms for all developing countries and further improvements of their lending terms.; Calls on Member States and relevant stakeholders to implement the main targets of the SDG Stimulus namely to tackle the high cost of debt and rising risks of debt distress and to enhance support to developing countries, including middle-income countries and to massively scale up affordable long-term financing for development.",4,LMGs _ MICs,LMGs _ MICs,Member States
239,12,5,Multilateral Development Banks,"Les banques publiques de d\u00e9veloppement (BPD) jouent un r\u00f4le essentiel dans le financement du d\u00e9veloppement durable, en particulier dans les pays vuln\u00e9rables. Elles sont impliqu\u00e9es dans la fourniture de ressources concessionnelles pour le financement du d\u00e9veloppement, comme la transition \u00e9nerg\u00e9tique, le d\u00e9veloppement r\u00e9gional, et l'am\u00e9lioration des services publics. Ces banques doivent adopter une approche strat\u00e9gique pour canaliser les cr\u00e9dits vers des projets d'infrastructure cibl\u00e9s. Les BPD sont \u00e9galement vues comme un m\u00e9canisme pour mobiliser le financement public et priv\u00e9 notamment via des m\u00e9canismes de financement mixte afin de promouvoir les projets d'infrastructure durables et de l'\u00e9nergie propre.","It is necessary to ensure that the upcoming adoption of the G20 roadmap for Multilateral Development Banks (MDBs) comprehensively reflects the needs and priorities of developing countries.; A strategic approach to national development banking should be promoted, channeling credits to infrastructure projects that favor energy transition, regional development, and the improvement of public services.; Development banks must be reinforced to ensure the financing of social infrastructure projects that address the world’s most pressing needs.",5,Mexico,Mexico,Member States
239,12,5,national development banks,"Les banques publiques de d\u00e9veloppement (BPD) jouent un r\u00f4le essentiel dans le financement du d\u00e9veloppement durable, en particulier dans les pays vuln\u00e9rables. Elles sont impliqu\u00e9es dans la fourniture de ressources concessionnelles pour le financement du d\u00e9veloppement, comme la transition \u00e9nerg\u00e9tique, le d\u00e9veloppement r\u00e9gional, et l'am\u00e9lioration des services publics. Ces banques doivent adopter une approche strat\u00e9gique pour canaliser les cr\u00e9dits vers des projets d'infrastructure cibl\u00e9s. Les BPD sont \u00e9galement vues comme un m\u00e9canisme pour mobiliser le financement public et priv\u00e9 notamment via des m\u00e9canismes de financement mixte afin de promouvoir les projets d'infrastructure durables et de l'\u00e9nergie propre.","It is necessary to ensure that the upcoming adoption of the G20 roadmap for Multilateral Development Banks (MDBs) comprehensively reflects the needs and priorities of developing countries.; A strategic approach to national development banking should be promoted, channeling credits to infrastructure projects that favor energy transition, regional development, and the improvement of public services.; Development banks must be reinforced to ensure the financing of social infrastructure projects that address the world’s most pressing needs.",5,Mexico,Mexico,Member States
240,4,2,banques multilatérales de développement,"Les Banques Publiques de Développement (BPD), en particulier les Banques Multilatérales de Développement (BMD), jouent un rôle central dans la révision de l'architecture financière internationale et l'optimisation de leurs capacités pour accélérer le développement durable. Elles sont impliquées dans la mise en œuvre rapide des engagements liés au développement, l'alignement sur les priorités des pays, et la facilitation de l'accès aux financements concessionnels. Les BMD doivent également développer des mécanismes pour répondre aux défis du changement climatique et promouvoir la transition énergétique. Les partenariats avec ces BPD sont essentiels pour soutenir la digitalisation, les entreprises, notamment les TPME, et maximiser l'impact du développement régional. Les institutions financières de développement doivent intensifier les volumes d'intervention et développer de nouveaux mécanismes de financement pour atteindre les Objectifs de Développement Durable (ODD).",Les Banques multilatérales de développement sont appelées à revoir l’architecture financière internationale.; Les partenariats avec les BMD devraient être renforcés en vue d’améliorer les écosystèmes nationaux et régionaux.; Les partenaires bilatéraux et les institutions financières de développement sont appelés à renforcer les volumes d’intervention.,4,Morocco,Morocco,Member States
240,4,2,institutions financières de développement,"Les Banques Publiques de Développement (BPD), en particulier les Banques Multilatérales de Développement (BMD), jouent un rôle central dans la révision de l'architecture financière internationale et l'optimisation de leurs capacités pour accélérer le développement durable. Elles sont impliquées dans la mise en œuvre rapide des engagements liés au développement, l'alignement sur les priorités des pays, et la facilitation de l'accès aux financements concessionnels. Les BMD doivent également développer des mécanismes pour répondre aux défis du changement climatique et promouvoir la transition énergétique. Les partenariats avec ces BPD sont essentiels pour soutenir la digitalisation, les entreprises, notamment les TPME, et maximiser l'impact du développement régional. Les institutions financières de développement doivent intensifier les volumes d'intervention et développer de nouveaux mécanismes de financement pour atteindre les Objectifs de Développement Durable (ODD).",Les Banques multilatérales de développement sont appelées à revoir l’architecture financière internationale.; Les partenariats avec les BMD devraient être renforcés en vue d’améliorer les écosystèmes nationaux et régionaux.; Les partenaires bilatéraux et les institutions financières de développement sont appelés à renforcer les volumes d’intervention.,4,Morocco,Morocco,Member States
241,2,1,World Bank,"Les banques publiques de développement (BPD) sont mentionnées dans le contexte des initiatives de restructuration de la dette, du soutien financier aux pays en développement et des efforts de renforcement des capacités. Le texte souligne le rôle des BPD, telles que la Banque mondiale, le FMI et la Banque africaine de développement, dans la promotion de la durabilité de la dette, l'amélioration de la transparence de la dette et l'offre de services de conseil et de renforcement des capacités aux pays débiteurs. Les BPD sont également impliquées dans des transactions de dette résiliente au climat et dans l'élaboration de politiques de prêt responsables.","We believe that the Common Framework has shown that it can deliver as an efficient instrument for debt restructuring and we argue that it should be further enhanced with a clear roadmap and instructions to increase timeliness and predictability.; Investments in capacity building and legal services of countries in debt, i.e. through multilateral partners such as the IMF, World Bank, UN and AfDB, will remain necessary.; We consider the work that has been done at the IMF and the World Bank Group to be clear steps in the right direction.",3,Netherlands,Netherlands,Member States
241,2,1,International Monetary Fund,"Les banques publiques de développement (BPD) sont mentionnées dans le contexte des initiatives de restructuration de la dette, du soutien financier aux pays en développement et des efforts de renforcement des capacités. Le texte souligne le rôle des BPD, telles que la Banque mondiale, le FMI et la Banque africaine de développement, dans la promotion de la durabilité de la dette, l'amélioration de la transparence de la dette et l'offre de services de conseil et de renforcement des capacités aux pays débiteurs. Les BPD sont également impliquées dans des transactions de dette résiliente au climat et dans l'élaboration de politiques de prêt responsables.","We believe that the Common Framework has shown that it can deliver as an efficient instrument for debt restructuring and we argue that it should be further enhanced with a clear roadmap and instructions to increase timeliness and predictability.; Investments in capacity building and legal services of countries in debt, i.e. through multilateral partners such as the IMF, World Bank, UN and AfDB, will remain necessary.; We consider the work that has been done at the IMF and the World Bank Group to be clear steps in the right direction.",3,Netherlands,Netherlands,Member States
241,2,1,African Development Bank,"Les banques publiques de développement (BPD) sont mentionnées dans le contexte des initiatives de restructuration de la dette, du soutien financier aux pays en développement et des efforts de renforcement des capacités. Le texte souligne le rôle des BPD, telles que la Banque mondiale, le FMI et la Banque africaine de développement, dans la promotion de la durabilité de la dette, l'amélioration de la transparence de la dette et l'offre de services de conseil et de renforcement des capacités aux pays débiteurs. Les BPD sont également impliquées dans des transactions de dette résiliente au climat et dans l'élaboration de politiques de prêt responsables.","We believe that the Common Framework has shown that it can deliver as an efficient instrument for debt restructuring and we argue that it should be further enhanced with a clear roadmap and instructions to increase timeliness and predictability.; Investments in capacity building and legal services of countries in debt, i.e. through multilateral partners such as the IMF, World Bank, UN and AfDB, will remain necessary.; We consider the work that has been done at the IMF and the World Bank Group to be clear steps in the right direction.",3,Netherlands,Netherlands,Member States
242,3,2,World Bank,"Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement du développement durable, en particulier en soutenant les pays en développement qui font face à des défis de liquidité plutôt que de solvabilité. Elles interviennent en consolidant leurs ressources fondamentales pour absorber les chocs économiques extérieurs et financer les secteurs essentiels comme l'éducation et la santé, même en période de crise de la dette. De plus, elles sont vues comme des instruments essentiels pour encourager les pratiques de prêt et d'emprunt responsables et soutenables.","multilateral and regional development banks play a pivotal role; contributions to the MDBs’ core funds for the poorest countries, especially IDA and the African Developing Fund",4,Norway,Norway,Member States
242,3,2,african developing fund,"Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement du développement durable, en particulier en soutenant les pays en développement qui font face à des défis de liquidité plutôt que de solvabilité. Elles interviennent en consolidant leurs ressources fondamentales pour absorber les chocs économiques extérieurs et financer les secteurs essentiels comme l'éducation et la santé, même en période de crise de la dette. De plus, elles sont vues comme des instruments essentiels pour encourager les pratiques de prêt et d'emprunt responsables et soutenables.","multilateral and regional development banks play a pivotal role; contributions to the MDBs’ core funds for the poorest countries, especially IDA and the African Developing Fund",4,Norway,Norway,Member States
243,2,0,Multilateral Development Banks,"Les banques publiques de d\u00e9veloppement jouent plusieurs r\u00f4les critiques dans le texte, principalement dans le cadre de la coop\u00e9ration internationale au d\xe9veloppement et de la gestion de la dette. Le texte souligne l'importance d'am\xe9liorer les conditions de pr\xea\u00eat des banques multilat\xe9rales de d\xe9veloppement (MDBs) et de coordonner leurs efforts. Il critique les conditionnalit\xe9s actuelles attach\xe9es aux instruments du FMI et de la Banque mondiale, pr\xe9conisant leur compatibilit\xe9 avec les priorit\xe9s nationales des pays en d\xe9veloppement. Les banques sont \xe9galement vues comme des canaux potentiels pour le r\xe9acheminement des Droits de Tirage Sp\xe9ciaux (SDRs).","Improve MDB lending terms, enhance coordination across the MDB ecosystem and scale up provision of concessional finance and grants; Review the current conditionalities attached to IMF and World Bank instruments to ensure compatibility with national development priorities.; Rechanneling of unutilized quotas of Special Drawing Rights (SDRs) from developed countries to developing countries, particularly through MDBs and address barriers to rechanneling through MDBs.",4,Pakistan_ Egypt _ Nigeria,Pakistan_ Egypt _ Nigeria,Member States
243,2,0,World Bank,"Les banques publiques de d\u00e9veloppement jouent plusieurs r\u00f4les critiques dans le texte, principalement dans le cadre de la coop\u00e9ration internationale au d\xe9veloppement et de la gestion de la dette. Le texte souligne l'importance d'am\xe9liorer les conditions de pr\xea\u00eat des banques multilat\xe9rales de d\xe9veloppement (MDBs) et de coordonner leurs efforts. Il critique les conditionnalit\xe9s actuelles attach\xe9es aux instruments du FMI et de la Banque mondiale, pr\xe9conisant leur compatibilit\xe9 avec les priorit\xe9s nationales des pays en d\xe9veloppement. Les banques sont \xe9galement vues comme des canaux potentiels pour le r\xe9acheminement des Droits de Tirage Sp\xe9ciaux (SDRs).","Improve MDB lending terms, enhance coordination across the MDB ecosystem and scale up provision of concessional finance and grants; Review the current conditionalities attached to IMF and World Bank instruments to ensure compatibility with national development priorities.; Rechanneling of unutilized quotas of Special Drawing Rights (SDRs) from developed countries to developing countries, particularly through MDBs and address barriers to rechanneling through MDBs.",4,Pakistan_ Egypt _ Nigeria,Pakistan_ Egypt _ Nigeria,Member States
244,3,4,Multilateral Development Banks,"Les banques publiques de d\u00e9veloppement, notamment les banques multilat\u00e9rales de d\u00e9veloppement, jouent un r\u00f4le cl\u00e9 dans la fourniture de financement pour le d\u00e9veloppement, en particulier pour les pays faisant face \u00e0 des d\u00e9fis li\u00e9s \u00e0 des infrastructures r\u00e9silientes et vertes, \u00e0 l'\u00e9nergie verte et \u00e0 la transformation num\u00e9rique. Elles ont \u00e9galement \u00e9t\u00e9 soulign\u00e9es en tant qu'importants catalyseurs pour mobiliser le capital priv\u00e9. Les institutions financi\u00e8res internationales ont \u00e9t\u00e9 reconnues pour leur contribution \u00e0 la gestion de la dette, en \'t\u00e9vitant l'accumulation de dettes insoutenables et en coordonnant mieux pour relever les multiples d\u00e9fis contemporains.","Commitment to support multilateral development banks (MDBs) to provide adequate capital to countries facing interlinked challenges, as they have a pivotal role in providing financing for development.; Stressing the need for a better coordination between MDBs, adoption of a case-by-case rather than one-size-fits-all approach.; Commitment to increase the representation and strengthen the voice of developing countries in financial institutions.",4,Poland,Poland,Member States
244,3,4,International Financial Institutions,"Les banques publiques de d\u00e9veloppement, notamment les banques multilat\u00e9rales de d\u00e9veloppement, jouent un r\u00f4le cl\u00e9 dans la fourniture de financement pour le d\u00e9veloppement, en particulier pour les pays faisant face \u00e0 des d\u00e9fis li\u00e9s \u00e0 des infrastructures r\u00e9silientes et vertes, \u00e0 l'\u00e9nergie verte et \u00e0 la transformation num\u00e9rique. Elles ont \u00e9galement \u00e9t\u00e9 soulign\u00e9es en tant qu'importants catalyseurs pour mobiliser le capital priv\u00e9. Les institutions financi\u00e8res internationales ont \u00e9t\u00e9 reconnues pour leur contribution \u00e0 la gestion de la dette, en \'t\u00e9vitant l'accumulation de dettes insoutenables et en coordonnant mieux pour relever les multiples d\u00e9fis contemporains.","Commitment to support multilateral development banks (MDBs) to provide adequate capital to countries facing interlinked challenges, as they have a pivotal role in providing financing for development.; Stressing the need for a better coordination between MDBs, adoption of a case-by-case rather than one-size-fits-all approach.; Commitment to increase the representation and strengthen the voice of developing countries in financial institutions.",4,Poland,Poland,Member States
246,2,3,World Bank,"Les banques publiques de développement dans le texte sont principalement évoquées à travers les institutions de Bretton Woods (FMI et Banque mondiale). Elles jouent un rôle crucial dans le financement du développement, la réforme de l'architecture financière internationale, et l'amélioration de l'accès des pays en développement au financement à long terme. Toutefois, le texte critique aussi leur politisation et le manque de représentativité des pays en développement, soulignant le besoin de reformer les droits de vote et d'élargir leur participation au processus décisionnel.",enhanced transparency and inclusivity of the International Monetary Fund and the World Bank operations; The work of Bretton Woods Institutions is also marked by politicization.; New loans and relief measures are often conditioned by certain geopolitical demands.,4,Russian Federation,Russian Federation,Member States
246,2,3,International Monetary Fund,"Les banques publiques de développement dans le texte sont principalement évoquées à travers les institutions de Bretton Woods (FMI et Banque mondiale). Elles jouent un rôle crucial dans le financement du développement, la réforme de l'architecture financière internationale, et l'amélioration de l'accès des pays en développement au financement à long terme. Toutefois, le texte critique aussi leur politisation et le manque de représentativité des pays en développement, soulignant le besoin de reformer les droits de vote et d'élargir leur participation au processus décisionnel.",enhanced transparency and inclusivity of the International Monetary Fund and the World Bank operations; The work of Bretton Woods Institutions is also marked by politicization.; New loans and relief measures are often conditioned by certain geopolitical demands.,4,Russian Federation,Russian Federation,Member States
247,3,2,World Bank,"Les banques publiques de d\u00e9veloppement jouent un r\u00f4le essentiel dans le financement du d\u00e9veloppement, en particuli\u00e8re avec l'importance accrue des financements \u00e0 long terme abordables et pr\u00e9visibles pour les pays en d\u00e9veloppement. Elles sont aussi per\u00e7ues comme des acteurs cl\xe9s pour stabiliser le financement climat, faciliter l'acc\u00e8s \u00e0 des fonds concessionnels pour soutenir la croissance durable, et d\u00e9velopper des instruments financiers comme les garanties pour att\xe9nuer les risques d'investissement. Elles facilitent l'acc\u00e8s aux march\xe9s financiers internationaux et jouent un r\xf4le dans la mobilisation d'investissements priv\xe9s.","1.8 South Africa would also like to emphasise the need for more innovative risk-sharing and de-risking instruments, such as guarantees and insurance, which are vital in mitigating investment risks and attracting private capital to development projects.; 1.7 Given their greater ability to offer counter-cyclical support than most private financial institutions, MDBs and IFIs can further develop the provision of FX liquidity and other instruments and support their implementation.; 2.6 Strengthening collaborative efforts between the IMF and the WBG can further enhance the global community's ability to address debt challenges proactively.",4,South Africa,South Africa,Member States
247,3,2,Multilateral Development Banks,"Les banques publiques de d\u00e9veloppement jouent un r\u00f4le essentiel dans le financement du d\u00e9veloppement, en particuli\u00e8re avec l'importance accrue des financements \u00e0 long terme abordables et pr\u00e9visibles pour les pays en d\u00e9veloppement. Elles sont aussi per\u00e7ues comme des acteurs cl\xe9s pour stabiliser le financement climat, faciliter l'acc\u00e8s \u00e0 des fonds concessionnels pour soutenir la croissance durable, et d\u00e9velopper des instruments financiers comme les garanties pour att\xe9nuer les risques d'investissement. Elles facilitent l'acc\u00e8s aux march\xe9s financiers internationaux et jouent un r\xf4le dans la mobilisation d'investissements priv\xe9s.","1.8 South Africa would also like to emphasise the need for more innovative risk-sharing and de-risking instruments, such as guarantees and insurance, which are vital in mitigating investment risks and attracting private capital to development projects.; 1.7 Given their greater ability to offer counter-cyclical support than most private financial institutions, MDBs and IFIs can further develop the provision of FX liquidity and other instruments and support their implementation.; 2.6 Strengthening collaborative efforts between the IMF and the WBG can further enhance the global community's ability to address debt challenges proactively.",4,South Africa,South Africa,Member States
