file_index,Explicit Mentions,Implicit Mentions,BPD Names,Role Summary,Examples,Importance Score,cles,Entity,Groupe,nb_tokens
212,2,4,"Multilateral Development Banks, International Monetary Fund, Multilateral Development Banks","Dans le texte, les banques publiques de développement (BPD), telles que les banques de développement multilatérales, jouent un rôle crucial en aidant les petits États insulaires en développement (SIDS) à accéder à un financement durable, à la résilience climatique et à la stabilité économique. Elles sont vues comme des institutions qui peuvent réformer l'architecture financière internationale pour intégrer la vulnérabilité structurelle de SIDS et faire avancer un agenda de financement concessionnel. Les BPD sont également identifiées comme des acteurs essentiels pour l'amélioration des instruments de financement du risque de catastrophe et pour accroître les ressources financières accessibles aux SIDS à taux concessionnel, facilitant ainsi une réponse aux niveaux de dettes élevés et soutenant les efforts en matière d'atténuation du climat et de biodiv.","""Recognize the need for the global community, including international financial institutions, development banks...""; ""Scaling up concessional finance and grants from multilateral and regional development banks...""",4,AOSIS,AOSIS,Member States,164
213,2,4,fondo monetario internacional,"Les banques publiques de développement, spécifiquement les banques multilatérales de développement, sont mentionnées en lien avec la nécessité de réformer leur architecture pour être plus efficaces et répondre aux besoins des pays de revenus faibles et moyens en augmentant leur capacité de financement. Le FMI est également mentionné plusieurs fois, soulignant son rôle central dans la fourniture de ressources adéquates et la réforme de sa gouvernance pour alléger la charge financière des pays emprunteurs.","Reformar los bancos multilaterales de desarrollo; Construir un FMI fuerte, con recursos adecuados y basado en cuotas en el centro.",4,Argentina,Argentina,Member States,93
214,3,2,"World Bank, International Monetary Fund","Les banques publiques de d\u00e9veloppement, principalement la Banque mondiale et le FMI, sont impliqu\u00e9es de mani\u00e8re \u00e0 am\u00e9liorer les capacit\u00e9s des pays en d\u00e9veloppement \u00e0 mobiliser des ressources domestiques, \u00e0 g\u00e9rer la dette publique et \u00e0 catalyser les financements priv\u00e9s. Elles participent \u00e9galement \u00e0 des r\u00f4les de soutien techniques, tels que l'assistance technique en mati\u00e8re de fiscalit\u00e9 et de gestion de la dette, et contribuent \u00e0 maintes initiatives globales sur le financement du d\u00e9veloppement.",,4,Australia,Australia,Member States,184
215,3,2,"World Bank, Multilateral Development Banks, International Monetary Fund","Les banques publiques de d\u00e9veloppement, y compris des banques de d\u00e9veloppement multilat\u00e9rales comme la Banque Mondiale et le FMI, sont vues comme des acteurs critiques pour le financement durable, en fournissant des capacit\u00e9s financi\u00e8res, des conseils politiques et facilitant la coordination globale. Elles ont la capacit\u00e9 de transformer les syst\u00e8mes en encourageant la connaissance partag\u00e9e, l'impl\u00e9mentation de processus communs, et en maximisant l'impact de d\u00e9veloppement.","It is essential to promote coordination and dialogue among the main actors of the international financial architecture and to ensure coherence, complementarity and synergy with other ongoing discussions (G20, COP, IMF/WB Annual Meetings) and global frameworks in support of sustainable development.; Collectively, MDBs have an important role to play in terms of their transformational capabilities through their financial capacities and ability to provide knowledge policy advice and support global convening.",4,Belgium,Belgium,Member States,135
216,5,3,"World Bank, asian development fund, african development fund, International Development Association, International Financial Institutions","Dans le texte, les banques publiques de développement (BPD) sont reconnues pour leur rôle crucial dans le comblement des lacunes de financement pour le développement durable, en particulier dans les pays en développement. Elles sont impliquées dans des réformes de gouvernance pour améliorer la représentation des pays en développement, et dans l'augmentation de leur capacité financière à travers le réacheminement des droits de tirage spéciaux (DTS) et d'autres mécanismes financiers. Les BPD sont encouragées à réviser régulièrement leurs stratégies de capitalisation pour débloquer des financements supplémentaires. Elles sont également mentionnées comme leviers essentiels pour lutter contre la pauvreté et l'insécurité alimentaire, contribuant ainsi directement à la réalisation des Objectifs de Développement Durable (ODD).","We call for undertaking governance reforms at the IFIs and Multilateral Development Banks (MDBs) and we underscore the need for enhancing representation and voice of developing countries.; We support measures to increase MDBs’ financial capacity. In particular, we underscore the importance of the International Development Association (IDA) as the single largest source of leveraged international finance in fighting poverty and hunger.",4,Brazil,Brazil,Member States,162
217,3,5,"World Bank, Multilateral Development Banks, development finance institutions (dfis)","The text discusses the role of public development banks (BPDs) such as the World Bank and Multilateral Development Banks in contributing to sustainable development financing. It highlights their participation in climate finance, providing innovative financial tools like hybrid capital, portfolio guarantees, and risk-sharing mechanisms, and emphasizes their importance in enhancing private sector investments in developing countries. The need for reforming these institutions to better support developing countries through greater climate ambitions is stressed. Additionally, the role of BPDs in blended finance structures and in supporting risk mitigation for investors in developing countries is another critical aspect outlined.","'As part of ongoing reform efforts, including the World Bank Evolution Agenda, aim for greater climate ambitions from multilateral development banks (MDBs).'; 'This could include the use of innovative financing tools at MDBs to increase the financial support they can provide to borrowing countries, such as hybrid capital and portfolio guarantees...'",4,Canada,Canada,Member States,115
218,2,3,"asian infrastructure investment bank, new development bank, World Bank","Le texte met en exergue plusieurs rôles des banques publiques de développement, notamment : le soutien au développement mondial par le biais de la coopération internationale, le rôle central des institutions internationales telles que la Banque mondiale dans la gouvernance économique mondiale, et le soutien financier aux pays en développement pour traiter les crises de la dette. Les banques telles que la Banque asiatique d'investissement pour les infrastructures et la Nouvelle banque de développement sont reconnues pour leurs progrès positifs et sont encouragées à poursuivre leur soutien au développement.","We commend the positive progress made by the Asian Infrastructure Investment Bank and the New Development Bank, and encourage both banks to further...; We call upon the Executive Boards of the World Bank and other multilateral development banks to ensure robust representation and voice of developing countries...",4,China,China,Member States,105
219,1,2,Multilateral Development Banks,Le texte mentionne les banques publiques de dÃ©veloppement (BPD) dans le cadre de la coopÃ©ration internationale pour le dÃ©veloppement. Il traite spÃ©cifiquement des banques de dÃ©veloppement multilatÃ©rales (multilateral development banks) en rapport avec la dette souveraine et les mÃ©canismes dâallÃ©gement de la dette. Le rÃ´le des BPD est implicitement reconnu dans les secteurs du financement du dÃ©veloppement durable et de la gestion des dettes.,"international financial institutions, multilateral development banks, credit rating agencies and regional commissions, in line with their respective mandates...; MDBs should provide adequate measures to ease the multilateral debt burden by enhancing positive net flows to debt distressed countries.",3,Colombia,Colombia,Member States,116
220,0,0,,The text does not explicitly mention Development Banks or outline specific roles. It discusses general international financial institutions and mobilizing financing for peacebuilding without specific reference to development banks.,,1,Croatia,Croatia,Member States,33
221,0,6,,"Le texte souligne l'importance de renforcer les institutions financières internationales, notamment les banques multilatérales de développement (BMD) et les institutions financières internationales (IFI), pour mobiliser des financements publics et privés, essentiels pour atteindre les objectifs de développement durable (ODD). Les BPD ne sont pas mentionnées explicitement mais sont implicitement impliquées dans les discussions portant sur le renforcement des partenariats internationaux, la mobilisation du capital privé à travers des instruments financiers innovants et des mécanismes de partage des risques, telles que les garanties et le financement mixte. Les BMD sont également vues comme acteurs clés pour promouvoir les investissements durables et traiter des défis mondiaux tels que les pertes de biodiversité et le changement climatique en alignant leurs activités sur le cadre mondial de la biodiversité et l'Accord de Paris.","The EU supports continuous dialogue between MDBs, private investors, governments and credit rating agencies...; With instruments such as the European Fund for Sustainable Development Plus (EFSD+), the EU offers guarantees and blending instruments through DFIs...",3,European Union,European Union,Member States,169
222,5,11,"World Bank, International Development Association, Multilateral Development Banks, European Investment Bank, european bank for reconstruction and development","Le texte met en avant les r\u00f4les importants jou\u00e9s par les banques publiques de d\u00e9veloppement (BPD) pour mobiliser des ressources financi\u00e8res pour le d\u00e9veloppement durable, principalement \
par la rackslash uforme et l'optimisation de leur capacitackslash u00e9 de financement. Les BPD sont encouragackslash u00e9es ackslash u00e0 utiliser des instruments financiers novateurs et \
d'optimiser les capitalisations pour accroackslash u00eetre la capacitackslash u00e9 de financement. Elles jouent aussi un rackslash u00f4le clef dans le soutien ackslash ux initiatives de transition ackslash u00e9nergackslash u00e9tique \
au niveau national et dans le cadre de coordination des efforts multilatackslash u00e9raux liackslash u00e9s ackslash ux ODD. L'importance de la coopackslash u00e9ration entre les BPD est soulignackslash u00e9e \
pour amackslash u00e9liorer l'efficacitackslash u00e9 et la capacitation des ackslash pays en dackslash u00e9veloppement avec un ackslash accent particulier sur la gouvernance \
ackslash ackslash u00e9conomique et sociale.","Progress has been made in this area since 2015, driven in particular by “Finance in Common” and with the ongoing reform for better, bigger and more efficient multilateral development banks (MDBs).; France also supports the essential role of the International Development Association in strengthening the capacity of low-income countries to mobilize domestic public resources.; We must also transform the governance of the international financial architecture to make it more efficient, more equitable and better adapted to today's world. We encourage the strengthening of representation for emerging and developing countries within international financial institutions.; The Paris Club is committed to improving the international financial architecture for preventing and resolving debt crises.",4,English,France _in_English,Member States,326
223,17,5,"World Bank, afd, finance en commun, club de paris, Fonds Monétaire International","Les banques publiques de développement (BPD) sont décrites dans le texte comme des institutions essentielles pour la mobilisation des financements pour le développement durable, la réforme de la gouvernance financière internationale, et la promotion de politiques de financement équitables et adaptées aux défis contemporains, tels que les crises environnementales et l'atteinte des Objectifs de développement durable (ODD). Elles sont impliquées dans des réformes pour optimiser leurs capacités, utilisent des financements innovants pour maximiser l'impact, et sont encouragées à coordonner leurs efforts avec les banques nationales et régionales de développement. Les BPD sont également soulignées pour leur rôle dans la coopération fiscale internationale, l'évaluation de la viabilité de la dette et la gestion des risques climatiques.","6. La France rappelle son attachement aux principes d’un multilatéralisme fondé sur les règles au sein duquel les institutions financières internationales jouent un rôle essentiel.; 16. ...sous l’impulsion notamment de « Finance en commun » et avec la réforme en cours pour des banques multilatérales de développement (BMD) meilleures, plus grandes et plus efficaces.; 25. Les institutions financières internationales (IFI) doivent également se mettre en situation de mobiliser davantage de financements privés.",4,French,France_in_French,Member States,158
224,3,5,"World Bank, association internationale de développement, Fonds Monétaire International, bmd, club de paris","Les banques publiques de développement (BPD) jouent un rôle crucial dans la mobilisation du financement pour le développement durable, aidant les pays à atteindre les Objectifs de Développement Durable (ODD). Elles sont impliquées dans des réformes visant à accroître leur taille et leur efficacité, notamment par le biais d'instruments de capital hybride. Elles participent aussi à la réforme de la gouvernance de l'architecture financière internationale pour une plus grande inclusion. Les BPD sont encouragées à augmenter leurs financements destinés aux projets importants pour le climat et à collaborer davantage avec les banques nationales et régionales. Elles participent au renforcement des capacités des pays, notamment à travers la mobilisation des ressources internes et l'amélioration de la viabilité de la dette.","Nous soutenons l’initiative du G20 d’inciter des BMD à réaliser des examens réguliers de l’alignement de leurs ressources.; La France soutient également le rôle essentiel de l’Association internationale de développement pour renforcer la capacité des pays.; En tant que prêteur en dernier ressort et tiers de confiance, le FMI joue avec la Banque mondiale un rôle fondamental.; La mobilisation des financements publics ainsi que leur optimisation sont essentielles. Des progrès ont été réalisés dans le domaine depuis 2015, sous l’impulsion notamment de « Finance en commun ».",5,FFD4%20-%20Contribution%20France%20-%20FR_0,FFD4%20-%20Contribution%20France%20-%20FR_0,Member States,156
225,1,3,world bank group (wbg),"Les banques publiques de développement sont mentionnées dans le contexte de leur rôle potentiel dans le financement du développement durable, la mobilisation de capitaux privés à travers des instruments financiers mixtes et la coordination avec d'autres institutions pour maximiser l'impact global. Les BPD sont considérées comme pouvant jouer un rôle majeur dans la mise en œuvre de mécanismes de financements conjoints et dans le soutien d'un cadre de financement global pour les Objectifs de Développement Durable (ODD).","We encourage evaluating possible synergies of INFFs with country platform models of the WBG or JETPs.; The international climate finance structure needs to be fit to deliver on a New Collective Quantified Goal on Climate Finance that is currently negotiated.; Enhancing investment in infrastructure, including via multilateral initiatives: Follow an integrated approach along the infrastructure life-cycle: from fostering support for enabling regulatory environments to creating pipelines of sustainable and bankable projects.",3,Germany,Germany,Member States,97
226,7,5,"Multilateral Development Banks, Multilateral Development Banks","The text emphasizes the significant role of multilateral development banks (MDBs) in financing sustainable development projects, increasing concessional finance, improving lending terms, and capacity building to support developing countries. MDBs are called to implement G20 recommendations, scale up concessional finance, improve coordination, and focus on sustainable development aligned with developing countries' needs and priorities. The text also points to systemic reform for MDBs to meet the diverse financing needs of developing countries, including through recapitalization and concessional finance and grants.","Enhance the quality and impact of international development cooperation, including by halting and reversing aid fragmentation, accelerating the untying of aid, adhering to the principle of country ownership and aligning development cooperation flows with developing countries priorities, needs and plans.; Encourage MDBs to implement the recommendations and actions identified in the G20 MDB Roadmap towards Better, Bigger, and More Effective MDBs.; Call on MDBs to continue increasing their financing capacity through a full range of measures, including capital increases.; Improve MDB lending terms, enhance coordination across the MDB ecosystem and scale up provision of concessional finance and grants, including by fully implementing the recommendations from the Group of 20 independent review of multilateral development banks’ capital adequacy frameworks and ensure MDB should focus on projects on sustainable development that are in line with needs and priorities of developing countries.",4,G77 and China,G77 and China,Member States,103
227,0,1,,"Le texte discute des questions de financement pour la r\u00e9duction des risques de catastrophe (DRR) et propose des moyens d'int\u00e9grer ces enjeux dans les syst\u00e8mes financiers nationaux et internationaux. Bien que les banques publiques de d\u00e9veloppement ne soient pas explicitement mentionn\u00e9es, elles sont implicitement impliqu\u00e9es dans les propositions visant \u00e0 am\u00e9liorer la mobilisation de ressources et le financement \u00e0 long terme pour la r\u00e9silience face aux catastrophes.","Further actions, including adopting and implementing regulatory frameworks, are necessary to encourage private sector engagement and investments in disaster risk reduction.; More efforts need to be focused on non-traditional sources of financing, such as blended finance and other innovative financing options for DRR.; Encourage the international community to consider multidimensional vulnerability as criteria to access concessional finance.",3,GoF- DRR,GoF- DRR,Member States,132
228,2,3,"World Bank, regional development banks","Les banques de d\u00e9veloppement publiques, comme la Banque mondiale et les banques de d\u00e9veloppement r\u00e9gionales, sont soulign\u00e9es pour leur capacit\u00e9 \u00e0 fournir des pr\u00eats \u00e0 faible co\u00fbt pour accro\u00eetre les investissements dans l\u2019\u00e9ducation. Elles sont \u00e9galement encourag\u00e9es \u00e0 r\u00e9\u00e9valuer les contraintes salariales du secteur public pour permettre une augmentation des d\u00e9penses \u00e9ducatives et l\u2019embauche d\u2019enseignants. Les BPD jouent un r\u00f4le important dans le r\u00e9am\u00e9nagement et le soulagement de la dette, en lib\u00e9rant ainsi de l'espace fiscal pour l\u2019\u00e9ducation et en am\u00e9liorant les capacit\u00e9s de d\u00e9pense \u00e0 long terme.",Relevant international financial institutions and regional development banks should expand low-cost lending to increase investments in education.; UNESCO and the World Bank 2024. Education Finance Watch 2024.,3,GoF _ Education and Lifelong Learning,GoF _ Education and Lifelong Learning,Member States,250
229,1,2,Multilateral Development Banks,"Le texte discute de la nécéssité pour les Banques de Développement Multilatérales de réadapter leur portefeuilles de projets pour mieux répondre aux défis mondiaux tels que le changement climatique et la pauvreté, tout en continuant à se concentrer sur les secteurs sociaux comme la santé et l'éducation.","Calls for systemic changes, for overhaul of the post-World War II system and modernization of the Bretton Woods institutions and other Multilateral Development Banks (MDBs)...; MDBs’ portfolios could be further fine-tuned to sustainable development...",4,Greece,Greece,Member States,68
230,5,4,"Multilateral Development Banks, green climate fund (gcf), global environment facility (gef)","Le texte présente les Banques Publiques de Développement (BPD), notamment les banques multilatérales de développement (MDBs), comme essentielles pour combler l'écart de financement des Objectifs de Développement Durable (ODD) en 2030. Les MDBs sont encouragées à se réformer pour accroître leur capacité de prêt et à coordonner des efforts pour maximiser l'impact en mobilisant des capitaux privés et en proposant des financements innovants. Les institutions mentionnées, comme le GCF et le GEF, sont considérées cruciales pour le financement climatique, facilitant l'accès au financement pour des transitions industrielles vertes et soutenant l'industrialisation durable. Les BPD doivent également améliorer l'efficacité du capital et renforcer les partenariats public-privé pour atteindre les objectifs de développement durable.","Multilateral Development Banks (MDBs) are emphasized for their role in providing long-term concessional capital for green and sustainable industrialization.; Efforts to scale up MDB lending capacity involve strengthening the Capital Adequacy Frameworks and mobilizing private capital.; The scope and speed of climate finance must be significantly increased through Multilateral Environment Funds like GCF, GEF.",4,India,India,Member States,175
231,3,2,"Multilateral Development Banks, International Financial Institutions, Multilateral Development Banks","Le texte mentionne les BPD, notamment les Banques Multilatérales de Développement (Multilateral Development Banks - MDBs), comme des acteurs essentiels dans le financement de projets favorisant la croissance verte et durable, l'adaptation au changement climatique, les transitions énergétiques et les transformations numériques dans les pays en développement. Les BPD sont encouragées à optimiser le financement concessionnel à long terme, y compris des prêts en monnaies locales. Elles jouent un rôle clé dans l'innovation des mécanismes de financement dirigés par les pays eux-mêmes et doivent renforcer la gouvernance pour inclure davantage les économies émergentes et les économies en développement. Les BPD sont ainsi cruciales pour s'assurer que les réformes de l'architecture financière internationale répondent aux besoins des pays en développement.","Increasing capital mobilization and encouraging MDBs to increase their capital bases, enabling greater lending to developing nations for essential projects like climate adaptation.; IFIs and MDBs must prioritize financing projects that promote green and sustainable growth, address climate change, support energy transitions and digital transformations in developing countries.; Call on MDBs to provide timely support to developing countries by increasing and optimizing long-term concessional finance.",4,Indonesia,Indonesia,Member States,162
232,1,3,World Bank,Les banques publiques de d\u00e9veloppement (BPD) sont mentionn\u00e9es explicitement et implicitement comme des acteurs cl\u00e9s dans la fourniture de ressources financi\u00e8res concessionnelles pour soutenir le d\u00e9veloppement durable dans les pays en d\u00e9veloppement. Elles jouent un r\u00f4le dans la mobilisation des financements pour r\u00e9pondre aux besoins li\u00e9s \u00e0 la biodiversit\u00e9 et au changement climatique. Elles font aussi partie int\u00e9grante des institutions financi\u00e8res internationales dont l\'architecture financi\u00e8re doit \u00eatre r\u00e9form\u00e9e pour mieux r\u00e9pondre aux besoins des pays en d\u00e9veloppement.,"- Strengthening the role of MDBs and enhancing climate finance (Page 3); - Reforming the international financial architecture, as well as the international financial institutions and multilateral development banks (Page 6); - Effective participation of developing countries in the decision-making and norm-setting of relevant International Financial Institutions, especially IMF and World Bank. (Page 5)",3,Iran,Iran,Member States,187
233,1,1,Multilateral Development Banks,"Les banques publiques de d\u00e9veloppement jouent un r\u00f4le cl\u00e9 dans l'alignement du soutien international avec les priorit\u00e9s de financement nationales. Elles contribuent \u00e0 la mobilisation des ressources et au renforcement de l'assistance technique pour soutenir les plans nationaux de d\u00e9veloppement durable. Les MDBs, en particulier, sont mentionn\u00e9es comme partenaires dans les plateformes nationales pour une meilleure coordination.",Aligning international support with national financing priorities: By enhancing coordination among country platforms for MDBs and other partners...,3,Italy,Italy,Member States,105
234,1,5,,"Les BPD jouent un rôle critique dans la mobilisation de ressources pour le développement durable, facilitant les partenariats publics-privés, et utilisant des instruments financiers innovants pour maximiser l'impact du développement. Elles sont également impliquées dans la gestion de la dette, l'amélioration des infrastructures de qualité, l'atténuation des risques, et la facilitation de la coopération internationale en réponse aux défis de développement globaux. Les banques multilaterales de développement (MDBs) sont mentionnées pour leur rôle dans le levier des capitaux privés et l'augmentation de l'impact du développement.","We welcome the ongoing efforts made by the MDBs to leverage private capital through innovative financing models and new partnerships to maximize their development impact.; The G20 Common Framework is a step forward, but further efforts are needed to step up the Common Framework’s implementation in a predictable, timely, orderly, and coordinated manner.",3,Japan,Japan,Member States,124
235,4,2,"World Bank, Multilateral Development Banks, International Monetary Fund","Les Banques Publiques de Développement jouent un rôle clé en fournissant des mécanismes de partage des risques, des garanties partielles, des prêts en devises locales, et en soutenant l'infrastructure de financement des PMA. Elles sont également impliquées dans la facilitation de financements pour des projets durables et l'augmentation de l'accès aux financements concessionnels. En outre, elles participent à l'amélioration de la capacité de réponse des PMA aux chocs macroéconomiques avec des ressources concessionnelles simplifiées et un accès accéléré.","Encourage MDBs like the World Bank and regional development banks to offer risk-sharing mechanisms.; Enhance the infrastructure and capacity of LDCs to increase the efficiency and professionalism of revenue administration needed for efficient tax collection.; Strengthen the global financial safety net, including through increased WB and IMF concessional resources for LDCs.",4,LDCs,LDCs,Member States,117
236,4,3,"World Bank, Multilateral Development Banks","The text discusses the role of public development banks in facilitating investment and financial support for landlocked developing countries (LLDCs). Specific emphasis is placed on the role of Multilateral Development Banks (MDBs) in providing concessional finance, risk mitigation instruments, and supporting infrastructure projects critical for the climate resilience and digital transformation of LLDCs. MDBs are also encouraged to help in the integration of LLDCs into global value chains through investment in transport and digital infrastructure as well as in supporting their international trade through trade finance instruments.","Tax revenues collected as a share of GDP in LLDCs remains well below the average of developed countries and many other developing countries, with some countries still struggling with ratios less than 10% of GDP (World Bank).; Similarly, Multilateral Development Banks (MDBs) must be encouraged to support investment and financing in LLDCs, especially for climate-resilient and digital infrastructure.; In addition to directly providing concessional finance, MDBs should be asked to extend risk mitigating instruments and guarantees such as non-commercial risk insurance, exchange rate and commodity rate swaps as well as political risk insurance for private investors.; The role of MDBs and Export Credit Agencies in supporting LLDCs’ international trade is critical by helping them manage risks, facilitate exports and imports, and integrate into global supply chains.",4,LLDCs,LLDCs,Member States,106
237,2,3,"Multilateral Development Banks, International Financial Institutions","Le texte souligne l'importance des banques publiques de développement (BPD) dans la restructuration de l'architecture financière internationale, en particulier pour offrir des financements plus abordables et adaptés aux pays à revenu intermédiaire. Les BPD sont appelées à augmenter leur capacité de prêt en termes concessionnels et à améliorer les conditions de prêt. Elles devraient également jouer un rôle dans le renforcement de l'espace budgétaire des pays en développement pour permettre un accès plus équitable aux financements.","Call for the increasing of the financing capacity of multilateral development banks in concessional terms for all developing countries and further improvements of their lending terms.; Calls on Member States and relevant stakeholders to implement the main targets of the SDG Stimulus namely to tackle the high cost of debt and rising risks of debt distress and to enhance support to developing countries, including middle-income countries and to massively scale up affordable long-term financing for development.",4,LMGs _ MICs,LMGs _ MICs,Member States,100
238,0,2,,"Le texte met l'accent sur la n
ec
essit
e d'une collaboration internationale pour soutenir les pays les moins d
evelopp
e
ts et favoriser leur d
eveloppement 

economique. Les BPD peuvent 
tre implicitement impliqu
e	es dans plusieurs domaines abord
es, tels que la coop
eration d
eveloppement internationale et les infrastructures de financement pour le commerce et le d
eveloppement durable. Le texte explore des instruments financiers innovants, mentionne l'importance de l'assurance souveraine et des partenariats public-priv
e (PPP), des domaines o	u les BPD jouent souvent un r
ele important en facilitant ces activit
es financieres et en fournissant des fonds et des garanties pour des projets de grand 
echelle.",Financiers need to increase the volume of aid to partner countries to deepen impact.; Partner countries need to be supported to explore new sources and instruments of financing available nationally and globally to increase financing for development.,3,Malawi,Malawi,Member States,167
239,12,5,"Multilateral Development Banks, national development banks","Les banques publiques de d\u00e9veloppement (BPD) jouent un r\u00f4le essentiel dans le financement du d\u00e9veloppement durable, en particulier dans les pays vuln\u00e9rables. Elles sont impliqu\u00e9es dans la fourniture de ressources concessionnelles pour le financement du d\u00e9veloppement, comme la transition \u00e9nerg\u00e9tique, le d\u00e9veloppement r\u00e9gional, et l'am\u00e9lioration des services publics. Ces banques doivent adopter une approche strat\u00e9gique pour canaliser les cr\u00e9dits vers des projets d'infrastructure cibl\u00e9s. Les BPD sont \u00e9galement vues comme un m\u00e9canisme pour mobiliser le financement public et priv\u00e9 notamment via des m\u00e9canismes de financement mixte afin de promouvoir les projets d'infrastructure durables et de l'\u00e9nergie propre.","It is necessary to ensure that the upcoming adoption of the G20 roadmap for Multilateral Development Banks (MDBs) comprehensively reflects the needs and priorities of developing countries.; A strategic approach to national development banking should be promoted, channeling credits to infrastructure projects that favor energy transition, regional development, and the improvement of public services.; Development banks must be reinforced to ensure the financing of social infrastructure projects that address the world’s most pressing needs.",5,Mexico,Mexico,Member States,225
240,4,2,"banques multilatérales de développement, institutions financières de développement","Les Banques Publiques de Développement (BPD), en particulier les Banques Multilatérales de Développement (BMD), jouent un rôle central dans la révision de l'architecture financière internationale et l'optimisation de leurs capacités pour accélérer le développement durable. Elles sont impliquées dans la mise en œuvre rapide des engagements liés au développement, l'alignement sur les priorités des pays, et la facilitation de l'accès aux financements concessionnels. Les BMD doivent également développer des mécanismes pour répondre aux défis du changement climatique et promouvoir la transition énergétique. Les partenariats avec ces BPD sont essentiels pour soutenir la digitalisation, les entreprises, notamment les TPME, et maximiser l'impact du développement régional. Les institutions financières de développement doivent intensifier les volumes d'intervention et développer de nouveaux mécanismes de financement pour atteindre les Objectifs de Développement Durable (ODD).",Les Banques multilatérales de développement sont appelées à revoir l’architecture financière internationale.; Les partenariats avec les BMD devraient être renforcés en vue d’améliorer les écosystèmes nationaux et régionaux.; Les partenaires bilatéraux et les institutions financières de développement sont appelés à renforcer les volumes d’intervention.,4,Morocco,Morocco,Member States,187
241,2,1,"World Bank, International Monetary Fund, African Development Bank","Les banques publiques de développement (BPD) sont mentionnées dans le contexte des initiatives de restructuration de la dette, du soutien financier aux pays en développement et des efforts de renforcement des capacités. Le texte souligne le rôle des BPD, telles que la Banque mondiale, le FMI et la Banque africaine de développement, dans la promotion de la durabilité de la dette, l'amélioration de la transparence de la dette et l'offre de services de conseil et de renforcement des capacités aux pays débiteurs. Les BPD sont également impliquées dans des transactions de dette résiliente au climat et dans l'élaboration de politiques de prêt responsables.","We believe that the Common Framework has shown that it can deliver as an efficient instrument for debt restructuring and we argue that it should be further enhanced with a clear roadmap and instructions to increase timeliness and predictability.; Investments in capacity building and legal services of countries in debt, i.e. through multilateral partners such as the IMF, World Bank, UN and AfDB, will remain necessary.; We consider the work that has been done at the IMF and the World Bank Group to be clear steps in the right direction.",3,Netherlands,Netherlands,Member States,132
242,3,2,"World Bank, african developing fund","Les banques publiques de développement (BPD) jouent un rôle crucial dans le financement du développement durable, en particulier en soutenant les pays en développement qui font face à des défis de liquidité plutôt que de solvabilité. Elles interviennent en consolidant leurs ressources fondamentales pour absorber les chocs économiques extérieurs et financer les secteurs essentiels comme l'éducation et la santé, même en période de crise de la dette. De plus, elles sont vues comme des instruments essentiels pour encourager les pratiques de prêt et d'emprunt responsables et soutenables.","multilateral and regional development banks play a pivotal role; contributions to the MDBs’ core funds for the poorest countries, especially IDA and the African Developing Fund",4,Norway,Norway,Member States,112
243,2,0,"Multilateral Development Banks, World Bank","Les banques publiques de d\u00e9veloppement jouent plusieurs r\u00f4les critiques dans le texte, principalement dans le cadre de la coop\u00e9ration internationale au d\xe9veloppement et de la gestion de la dette. Le texte souligne l'importance d'am\xe9liorer les conditions de pr\xea\u00eat des banques multilat\xe9rales de d\xe9veloppement (MDBs) et de coordonner leurs efforts. Il critique les conditionnalit\xe9s actuelles attach\xe9es aux instruments du FMI et de la Banque mondiale, pr\xe9conisant leur compatibilit\xe9 avec les priorit\xe9s nationales des pays en d\xe9veloppement. Les banques sont \xe9galement vues comme des canaux potentiels pour le r\xe9acheminement des Droits de Tirage Sp\xe9ciaux (SDRs).","Improve MDB lending terms, enhance coordination across the MDB ecosystem and scale up provision of concessional finance and grants; Review the current conditionalities attached to IMF and World Bank instruments to ensure compatibility with national development priorities.; Rechanneling of unutilized quotas of Special Drawing Rights (SDRs) from developed countries to developing countries, particularly through MDBs and address barriers to rechanneling through MDBs.",4,Pakistan_ Egypt _ Nigeria,Pakistan_ Egypt _ Nigeria,Member States,182
244,3,4,"Multilateral Development Banks, International Financial Institutions","Les banques publiques de d\u00e9veloppement, notamment les banques multilat\u00e9rales de d\u00e9veloppement, jouent un r\u00f4le cl\u00e9 dans la fourniture de financement pour le d\u00e9veloppement, en particulier pour les pays faisant face \u00e0 des d\u00e9fis li\u00e9s \u00e0 des infrastructures r\u00e9silientes et vertes, \u00e0 l'\u00e9nergie verte et \u00e0 la transformation num\u00e9rique. Elles ont \u00e9galement \u00e9t\u00e9 soulign\u00e9es en tant qu'importants catalyseurs pour mobiliser le capital priv\u00e9. Les institutions financi\u00e8res internationales ont \u00e9t\u00e9 reconnues pour leur contribution \u00e0 la gestion de la dette, en \'t\u00e9vitant l'accumulation de dettes insoutenables et en coordonnant mieux pour relever les multiples d\u00e9fis contemporains.","Commitment to support multilateral development banks (MDBs) to provide adequate capital to countries facing interlinked challenges, as they have a pivotal role in providing financing for development.; Stressing the need for a better coordination between MDBs, adoption of a case-by-case rather than one-size-fits-all approach.; Commitment to increase the representation and strengthen the voice of developing countries in financial institutions.",4,Poland,Poland,Member States,248
